"","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","sampleID","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat"
"342","278172272","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",18.5,24.7,54,5,"Fledged","","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"343","278172273","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",19.5,23.2,53,5,"Fledged","P19N244","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"344","278172274","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",16.5,23,44,5,"Died","P19N245","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"345","278172275","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",16.5,24.5,48,5,"Fledged","","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"346","278172276","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",20,26,55,5,"Died","","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"347","281128716","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","35",NA,"15",17,NA,NA,4,"Fledged","P19N233","","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul"
"348","281128718","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","35",NA,"15",15.5,NA,NA,4,"Died","","","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul"
"349","281128719","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","35",NA,"15",14,NA,NA,4,"Died","P19N234","","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul"
"350","281128720","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",16.5,NA,NA,6,"Fledged","P19N236","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"351","281128721","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",17,NA,NA,6,"Fledged","P19N237","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"352","281128722","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",15.5,NA,NA,6,"Fledged","P19N240","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"353","281128723","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",16.5,NA,NA,6,"Fledged","P19N238","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"354","281128724","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",16,NA,NA,6,"Died","","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"355","281128725","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",17,NA,NA,6,"Fledged","P19N239","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"356","281128727","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",18.5,26,47,6,"Died","","728: LARGE HAEMATOMA RIGHT WING
730: NOT INJECTED BECAUSE NOT BLEEDING WELL","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"357","281128728","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",15.5,26.4,48,6,"Died","","728: LARGE HAEMATOMA RIGHT WING","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"358","281128729","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",15.75,25.4,49,6,"Died","","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"359","281128730","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",18,26.4,53,6,"Fledged","","730: NOT INJECTED BECAUSE NOT BLEEDING WELL","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"360","281128731","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",14,24.8,49,6,"Died","","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"361","281128732","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","80",NA,"12",18,25.8,54,6,"Died","","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"362","281128733","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","20",NA,"12",19,26.6,56,4,"Fledged","P19N251","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"363","281128734","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","20",NA,"12",20,26.2,53,4,"Died","P19N252","There was no dex bleed, but there is a dex glucose listed. There is a stress bleed, but no stress glucose listed. Unsure if the listed glucose is supposed to be for the stress bleed or if a tiny amount of dex blood was used for the dex glucose.","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"364","281128735","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","20",NA,"12",20,25.6,53,4,"Fledged","P19N253","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"365","281128736","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","20",NA,"12",20.5,25.8,55,4,"Fledged","P19N254","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"366","281128737","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",19.5,25.3,55,5,"Fledged","P19N248","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"367","281128738","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",17.5,25.8,47,5,"Fledged","P19N249","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"368","281128739","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",19.5,21.7,60,5,"Fledged","P19N250","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"369","281128740","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",20,23.2,60,5,"Fledged","","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"370","281128741","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",20,25,NA,5,"Fledged","","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"371","272107335","2019","Adult","M","14-Jun-19","TRES","Ithaca","Unit_2","15","1","AHY",19.75,29.2,118,NA,"","P19N262","Trap is just listed as ""trap"" on the sheet","Unit_2_15_2019","Color_Stress","Pred_Con",52,4,"Died",13,"Color_Stress_Pred_Con"
"372","272107450","2019","Adult","F","14-Jun-19","TRES","Ithaca","Turkey_Hill","86","3","SY",20,NA,NA,NA,"","P19N256","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control"
"373","272107855","2019","Adult","F","14-Jun-19","TRES","Ithaca","Unit_2","62","3","SY",16.5,28,113,NA,"","P19N255","DAY 6: 4 CHICKS, 48g","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con"
"374","278172277","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",17.5,24.4,46,5,"Fledged","","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"375","278172278","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",15.5,24.5,50,5,"Fledged","P19N260","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"376","278172279","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",16.5,25.6,51,5,"Fledged","","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"377","278172280","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",15.5,23.8,23.48,5,"Fledged","","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"378","278172281","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",19.25,25.1,51.5,5,"Fledged","P19N261","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"379","278172302","2019","Adult","M","14-Jun-19","TRES","Ithaca","Turkey_Hill","86","1","AHY",18.75,28.7,119,NA,"","P19N257","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control"
"380","278172405","2019","Adult","F","14-Jun-19","TRES","Ithaca","Turkey_Hill","134","3","SY",18.5,NA,NA,NA,"","P19N258","","Turkey_Hill_134_2019","Light","Light",25.87,3,"Died",8.62333333333333,"Light_Light"
"381","278172406","2019","Adult","F","14-Jun-19","TRES","Ithaca","Unit_4","18","3","SY",19.5,NA,NA,NA,"","","","Unit_4_18_2019","Light","Light",38,5,"Fledged",7.6,"Light_Light"
"382","278172407","2019","Adult","F","14-Jun-19","TRES","Ithaca","Unit_4","71","3","ASY",20,NA,NA,NA,"","","","Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"383","281128606","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","437",NA,"12",17,24.5,44.5,4,"Fledged","","","Unit_1_437_2019","","Control",NA,NA,"Fledged",NA,"Control"
"384","281128607","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","437",NA,"12",19,25.4,45,4,"Fledged","","","Unit_1_437_2019","","Control",NA,NA,"Fledged",NA,"Control"
"385","281128608","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","437",NA,"12",18,24.9,49,4,"Fledged","","","Unit_1_437_2019","","Control",NA,NA,"Fledged",NA,"Control"
"386","281128609","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","437",NA,"12",17.75,24.7,47,4,"Fledged","","","Unit_1_437_2019","","Control",NA,NA,"Fledged",NA,"Control"
"387","281128610","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",16.5,25.1,55,6,"Fledged","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"388","281128611","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",14.5,25.8,52,6,"Died","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"389","281128612","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",16,25.6,50,6,"Fledged","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"390","281128613","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",15.75,25.4,50,6,"Died","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"391","281128614","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",16.5,25.1,49,6,"Fledged","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"392","281128615","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","335",NA,"12",15.5,24.9,53,6,"Died","","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"393","281128616","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","338",NA,"12",20,26,56,4,"Fledged","","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control"
"394","281128617","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","338",NA,"12",13,22.1,38,4,"Died","","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control"
"395","281128618","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","338",NA,"12",19.5,25,54,4,"Fledged","","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control"
"396","281128619","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_1","338",NA,"12",18.5,25.6,53,4,"Fledged","","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control"
"397","281128742","2019","Adult","M","14-Jun-19","TRES","Ithaca","Unit_2","105","1","AHY",19,28.8,121,NA,"","P19N259","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul"
"398","156181153","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","57","3","SY",17,26.8,112,NA,"","P19N263","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con"
"399","235120680","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_4","93","3","ASY",19.5,NA,NA,NA,"","P19N267","Female third capture life tag gone, bare patch of skin plus mass made reattachment impossble. Attached pit tag to leg","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light"
"400","240134830","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_4","93","1","AHY",19.5,28.2,119,NA,"","P19N268","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light"
"401","272107257","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_2","29","1","AHY",21.25,28.2,122,NA,"","","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul"
"402","278171881","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",14.25,NA,NA,6,"Fledged","","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"403","278171882","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",15.25,NA,NA,6,"Fledged","","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"404","278171883","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",15.25,NA,NA,6,"Fledged","","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"405","278171884","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",16.5,NA,NA,6,"Fledged","P19N270","Microb not fully inserted","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"406","278171885","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",18.5,NA,NA,6,"Fledged","P19N271","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"407","278171886","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","68",NA,"15",18.5,NA,NA,6,"Fledged","","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"408","278171895","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","121",NA,"15",15.25,NA,NA,1,"Fledged","P19N269","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,"Fledged",8,"Color_Stress_Cont_Dul"
"409","278172158","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","105","3","SY",17.25,27,113,NA,"","P19N265","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul"
"410","278172282","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_2","57","1","AHY",19,27.6,117,NA,"","P19N264","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con"
"411","278172303","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","94",NA,"12",14.5,21.5,32,4,"Died","","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"412","278172304","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","94",NA,"12",14,22.7,31,4,"Died","P19N272","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"413","278172305","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","94",NA,"12",15,22.5,32,4,"Died","P19N273","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"414","278172306","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","94",NA,"12",11.75,21.5,28.5,4,"Died","P19N274","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"415","278172307","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",23,26.4,59,5,"Fledged","P19N278","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"416","278172308","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",19,26.9,58,5,"Fledged","P19N279","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"417","278172309","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",20.75,24.6,56,5,"Fledged","P19N280","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"418","278172310","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",22,26.1,57,5,"Died","P19N281","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"419","278172312","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",21.5,26.5,68,5,"Fledged","","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"420","278172408","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_4","12","3","SY",18.5,NA,NA,NA,"","","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light"
"421","281128405","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","119","1","SY",19,27.5,108,NA,"","P19N266","","Unit_2_119_2019","","",57,4,"Fledged",14.25,"Control"
"422","281128501","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_2","62","1","AHY",19.75,29.1,117,NA,"","","","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con"
"423","281128604","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","114","2","SY",18.75,NA,NA,NA,"","","Female has old broken leg, can't put band on right leg","Unit_2_114_2019","Color_Stress","Cont_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Cont_Dul"
"424","281128620","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","311",NA,"12",18.25,23.5,56.4,5,"Fledged","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"425","281128621","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","311",NA,"12",15.75,24.9,49,5,"Fledged","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"426","281128622","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","311",NA,"12",18.25,24.8,54,5,"Fledged","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"427","281128623","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","311",NA,"12",16.5,24.3,49,5,"Fledged","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"428","281128624","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","311",NA,"12",18.75,24.5,52,5,"Fledged","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"429","281128625","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","315",NA,"12",22.75,25.6,54,3,"Fledged","","","Unit_1_315_2019","","Control",NA,NA,"Fledged",NA,"Control"
"430","281128626","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","315",NA,"12",21.75,26,54,3,"Fledged","","","Unit_1_315_2019","","Control",NA,NA,"Fledged",NA,"Control"
"431","281128627","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","315",NA,"12",21,25.6,55,3,"Fledged","","","Unit_1_315_2019","","Control",NA,NA,"Fledged",NA,"Control"
"432","281128628","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",17.25,24.5,43,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"433","281128629","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",17,25,50,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"434","281128630","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",16.5,25.2,45,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"435","281128631","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",20.5,24.5,56,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"436","281128632","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",16,24.8,48,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"437","281128633","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","433",NA,"12",17.5,24.7,49,6,"Fledged","","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control"
"438","281128634","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","423",NA,"12",14,22.7,35,6,"Fledged","","","Unit_1_423_2019","","Control",NA,NA,"Fledged",NA,"Control"
"439","281128635","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","423",NA,"12",15.25,22,42,6,"Fledged","","","Unit_1_423_2019","","Control",NA,NA,"Fledged",NA,"Control"
